received_at,application_id,device_id,f_port,f_cnt,rssi,snr,data_rate_index,consumed_airtime,frm_payload,decoded_payload
2024-06-11T02:52:02.679717369Z,firework,eui-70b3d57ed005de4f,1,316,-34,13.8,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:52:23.838069782Z,firework,eui-70b3d57ed005de4f,1,317,-34,12.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:52:44.985827797Z,firework,eui-70b3d57ed005de4f,1,318,-38,12.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:53:06.124496976Z,firework,eui-70b3d57ed005de4f,1,319,-36,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:53:27.277719571Z,firework,eui-70b3d57ed005de4f,1,320,-37,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:53:48.434437961Z,firework,eui-70b3d57ed005de4f,1,321,-37,9.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:54:09.575833944Z,firework,eui-70b3d57ed005de4f,1,322,-37,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:54:30.720433044Z,firework,eui-70b3d57ed005de4f,1,323,-36,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:54:51.871637504Z,firework,eui-70b3d57ed005de4f,1,324,-34,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:55:13.029173297Z,firework,eui-70b3d57ed005de4f,1,325,-34,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:55:34.163277918Z,firework,eui-70b3d57ed005de4f,1,326,-34,13.3,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:55:55.322539705Z,firework,eui-70b3d57ed005de4f,1,327,-34,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:56:16.466641802Z,firework,eui-70b3d57ed005de4f,1,328,-34,14,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:56:37.615401139Z,firework,eui-70b3d57ed005de4f,1,329,-34,11.3,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:56:58.766752316Z,firework,eui-70b3d57ed005de4f,1,330,-43,13,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:57:19.913986979Z,firework,eui-70b3d57ed005de4f,1,331,-41,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:57:41.068740547Z,firework,eui-70b3d57ed005de4f,1,332,-41,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:58:02.210507076Z,firework,eui-70b3d57ed005de4f,1,333,-41,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:58:23.357691649Z,firework,eui-70b3d57ed005de4f,1,334,-42,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:58:44.514263499Z,firework,eui-70b3d57ed005de4f,1,335,-35,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:59:05.657408301Z,firework,eui-70b3d57ed005de4f,1,336,-35,11.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:59:26.806498515Z,firework,eui-70b3d57ed005de4f,1,337,-39,13,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:59:47.958609589Z,firework,eui-70b3d57ed005de4f,1,338,-36,13.3,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T03:00:09.125734213Z,firework,eui-70b3d57ed005de4f,1,339,-34,13.5,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
