received_at,application_id,device_id,f_port,f_cnt,rssi,snr,data_rate_index,consumed_airtime,frm_payload,decoded_payload
2024-06-11T02:07:11.249617072Z,firework,eui-70b3d57ed005de4f,1,188,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:07:32.395820366Z,firework,eui-70b3d57ed005de4f,1,189,-29,10.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:07:53.537790567Z,firework,eui-70b3d57ed005de4f,1,190,-29,14.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:08:14.689844865Z,firework,eui-70b3d57ed005de4f,1,191,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:08:35.846498563Z,firework,eui-70b3d57ed005de4f,1,192,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:08:57.000166220Z,firework,eui-70b3d57ed005de4f,1,193,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:09:18.166406573Z,firework,eui-70b3d57ed005de4f,1,194,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:09:39.288106234Z,firework,eui-70b3d57ed005de4f,1,195,-29,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:10:00.575226050Z,firework,eui-70b3d57ed005de4f,1,196,-29,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:10:21.578671801Z,firework,eui-70b3d57ed005de4f,1,197,-28,12.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:10:42.734524013Z,firework,eui-70b3d57ed005de4f,1,198,-29,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:11:03.891959815Z,firework,eui-70b3d57ed005de4f,1,199,-29,12.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:11:25.023734855Z,firework,eui-70b3d57ed005de4f,1,200,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:11:46.175411070Z,firework,eui-70b3d57ed005de4f,1,201,-29,10,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:12:12.870562843Z,firework,eui-70b3d57ed005de4f,1,203,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:12:34.030479904Z,firework,eui-70b3d57ed005de4f,1,204,-28,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:12:55.183229732Z,firework,eui-70b3d57ed005de4f,1,205,-29,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:13:16.324240315Z,firework,eui-70b3d57ed005de4f,1,206,-29,10,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:13:37.470853127Z,firework,eui-70b3d57ed005de4f,1,207,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:13:58.645616678Z,firework,eui-70b3d57ed005de4f,1,208,-28,14.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:14:19.767743520Z,firework,eui-70b3d57ed005de4f,1,209,-29,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:14:40.928393503Z,firework,eui-70b3d57ed005de4f,1,210,-28,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:15:02.074385762Z,firework,eui-70b3d57ed005de4f,1,211,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:15:23.215089205Z,firework,eui-70b3d57ed005de4f,1,212,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:15:44.365571282Z,firework,eui-70b3d57ed005de4f,1,213,-29,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:16:05.515383406Z,firework,eui-70b3d57ed005de4f,1,214,-29,9.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:16:26.661604637Z,firework,eui-70b3d57ed005de4f,1,215,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:16:47.816457993Z,firework,eui-70b3d57ed005de4f,1,216,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:17:08.955959483Z,firework,eui-70b3d57ed005de4f,1,217,-29,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:17:30.103496878Z,firework,eui-70b3d57ed005de4f,1,218,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:17:51.259529378Z,firework,eui-70b3d57ed005de4f,1,219,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:18:12.403327463Z,firework,eui-70b3d57ed005de4f,1,220,-29,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:18:33.566312730Z,firework,eui-70b3d57ed005de4f,1,221,-28,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:18:54.702948861Z,firework,eui-70b3d57ed005de4f,1,222,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:19:15.857343074Z,firework,eui-70b3d57ed005de4f,1,223,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:19:37.019049109Z,firework,eui-70b3d57ed005de4f,1,224,-29,10.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:19:58.154965995Z,firework,eui-70b3d57ed005de4f,1,225,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:20:19.301395388Z,firework,eui-70b3d57ed005de4f,1,226,-28,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:20:40.450710751Z,firework,eui-70b3d57ed005de4f,1,227,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:21:01.596969018Z,firework,eui-70b3d57ed005de4f,1,228,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:21:22.748194433Z,firework,eui-70b3d57ed005de4f,1,229,-28,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:21:43.900819346Z,firework,eui-70b3d57ed005de4f,1,230,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:22:05.070848756Z,firework,eui-70b3d57ed005de4f,1,231,-29,10.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:22:26.200390493Z,firework,eui-70b3d57ed005de4f,1,232,-29,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:22:47.343575947Z,firework,eui-70b3d57ed005de4f,1,233,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:23:08.488419544Z,firework,eui-70b3d57ed005de4f,1,234,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:23:29.632034492Z,firework,eui-70b3d57ed005de4f,1,235,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:23:50.790414934Z,firework,eui-70b3d57ed005de4f,1,236,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:24:11.974659806Z,firework,eui-70b3d57ed005de4f,1,237,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:24:33.091958161Z,firework,eui-70b3d57ed005de4f,1,238,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:24:54.238966655Z,firework,eui-70b3d57ed005de4f,1,239,-29,14.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:25:15.398540940Z,firework,eui-70b3d57ed005de4f,1,240,-30,11.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:25:36.530680878Z,firework,eui-70b3d57ed005de4f,1,241,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:25:57.689990038Z,firework,eui-70b3d57ed005de4f,1,242,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:26:18.849838530Z,firework,eui-70b3d57ed005de4f,1,243,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:26:39.996910139Z,firework,eui-70b3d57ed005de4f,1,244,-28,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:27:01.117281143Z,firework,eui-70b3d57ed005de4f,1,245,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:27:22.278300535Z,firework,eui-70b3d57ed005de4f,1,246,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:27:43.414647523Z,firework,eui-70b3d57ed005de4f,1,247,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:28:04.570141118Z,firework,eui-70b3d57ed005de4f,1,248,-29,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:28:25.725350744Z,firework,eui-70b3d57ed005de4f,1,249,-29,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:28:46.868902486Z,firework,eui-70b3d57ed005de4f,1,250,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:29:08.023584260Z,firework,eui-70b3d57ed005de4f,1,251,-29,11.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:29:29.181175131Z,firework,eui-70b3d57ed005de4f,1,252,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:29:50.319321378Z,firework,eui-70b3d57ed005de4f,1,253,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:30:11.461298830Z,firework,eui-70b3d57ed005de4f,1,254,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:30:32.609599828Z,firework,eui-70b3d57ed005de4f,1,255,-29,10.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:30:53.769570509Z,firework,eui-70b3d57ed005de4f,1,256,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:31:14.912428061Z,firework,eui-70b3d57ed005de4f,1,257,-28,14.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:31:36.057076752Z,firework,eui-70b3d57ed005de4f,1,258,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:31:57.202521979Z,firework,eui-70b3d57ed005de4f,1,259,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:32:18.355238950Z,firework,eui-70b3d57ed005de4f,1,260,-29,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:32:39.516447534Z,firework,eui-70b3d57ed005de4f,1,261,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:33:00.654075985Z,firework,eui-70b3d57ed005de4f,1,262,-28,14.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:33:21.823874245Z,firework,eui-70b3d57ed005de4f,1,263,-29,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:33:42.954613869Z,firework,eui-70b3d57ed005de4f,1,264,-29,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:34:04.099229350Z,firework,eui-70b3d57ed005de4f,1,265,-29,10,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:34:25.250045938Z,firework,eui-70b3d57ed005de4f,1,266,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:34:46.396776040Z,firework,eui-70b3d57ed005de4f,1,267,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:35:07.557647975Z,firework,eui-70b3d57ed005de4f,1,268,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:35:28.699718219Z,firework,eui-70b3d57ed005de4f,1,269,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:35:49.840934854Z,firework,eui-70b3d57ed005de4f,1,270,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:36:10.993924592Z,firework,eui-70b3d57ed005de4f,1,271,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:36:32.177513568Z,firework,eui-70b3d57ed005de4f,1,272,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:36:53.290946349Z,firework,eui-70b3d57ed005de4f,1,273,-28,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:37:14.439765440Z,firework,eui-70b3d57ed005de4f,1,274,-29,10,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:37:35.585700676Z,firework,eui-70b3d57ed005de4f,1,275,-28,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:37:56.726569021Z,firework,eui-70b3d57ed005de4f,1,276,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:38:17.918210917Z,firework,eui-70b3d57ed005de4f,1,277,-28,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:38:39.036967485Z,firework,eui-70b3d57ed005de4f,1,278,-29,10.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:39:00.184024173Z,firework,eui-70b3d57ed005de4f,1,279,-28,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:39:21.321516523Z,firework,eui-70b3d57ed005de4f,1,280,-28,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:39:42.473431126Z,firework,eui-70b3d57ed005de4f,1,281,-29,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:40:03.623772221Z,firework,eui-70b3d57ed005de4f,1,282,-28,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:40:24.777136892Z,firework,eui-70b3d57ed005de4f,1,283,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:40:45.915498309Z,firework,eui-70b3d57ed005de4f,1,284,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:41:07.080765519Z,firework,eui-70b3d57ed005de4f,1,285,-28,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:41:28.215414949Z,firework,eui-70b3d57ed005de4f,1,286,-29,14,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:41:49.371780048Z,firework,eui-70b3d57ed005de4f,1,287,-32,12.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:42:10.514664611Z,firework,eui-70b3d57ed005de4f,1,288,-34,12.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:42:31.674558633Z,firework,eui-70b3d57ed005de4f,1,289,-36,11,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:42:52.807728622Z,firework,eui-70b3d57ed005de4f,1,290,-34,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:43:13.965162524Z,firework,eui-70b3d57ed005de4f,1,291,-39,13.5,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:43:35.112934709Z,firework,eui-70b3d57ed005de4f,1,292,-36,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:43:56.262290899Z,firework,eui-70b3d57ed005de4f,1,293,-36,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:44:17.409316494Z,firework,eui-70b3d57ed005de4f,1,294,-36,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:44:38.558946986Z,firework,eui-70b3d57ed005de4f,1,295,-38,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:44:59.702324891Z,firework,eui-70b3d57ed005de4f,1,296,-34,13.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:45:20.856818916Z,firework,eui-70b3d57ed005de4f,1,297,-35,11.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:45:42.010656681Z,firework,eui-70b3d57ed005de4f,1,298,-36,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:46:03.158517026Z,firework,eui-70b3d57ed005de4f,1,299,-35,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:46:24.305444726Z,firework,eui-70b3d57ed005de4f,1,300,-36,12.8,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:46:45.461540948Z,firework,eui-70b3d57ed005de4f,1,301,-34,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:47:06.620469077Z,firework,eui-70b3d57ed005de4f,1,302,-35,13,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:47:27.742223049Z,firework,eui-70b3d57ed005de4f,1,303,-36,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:47:48.909075830Z,firework,eui-70b3d57ed005de4f,1,304,-36,12.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:48:10.047016379Z,firework,eui-70b3d57ed005de4f,1,305,-37,13.3,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:48:31.217717630Z,firework,eui-70b3d57ed005de4f,1,306,-36,13.5,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:48:52.351320011Z,firework,eui-70b3d57ed005de4f,1,307,-35,11,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:49:13.556266826Z,firework,eui-70b3d57ed005de4f,1,308,-34,13,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:49:34.665342968Z,firework,eui-70b3d57ed005de4f,1,309,-39,13,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:49:55.799753232Z,firework,eui-70b3d57ed005de4f,1,310,-35,13.3,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:50:16.937589552Z,firework,eui-70b3d57ed005de4f,1,311,-34,10.3,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:50:38.089073795Z,firework,eui-70b3d57ed005de4f,1,312,-36,13.3,-,0.051456s,rm/DbQ==,"{'degreesC': 23.999, 'humidity': 18.0054}"
2024-06-11T02:50:59.230705452Z,firework,eui-70b3d57ed005de4f,1,313,-35,13.3,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:51:20.387456994Z,firework,eui-70b3d57ed005de4f,1,314,-35,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
2024-06-11T02:51:41.537071338Z,firework,eui-70b3d57ed005de4f,1,315,-35,13.5,-,0.051456s,rm9xbQ==,"{'degreesC': 23.999, 'humidity': 17.0044}"
